program_number,seq_num,master_source,site_name,header_title,program_label,program_type,siteclass,designation,duplicate_flag,alt_id,alt_name,sites_raw,sites_count_derived,former_site_code,epa_id_number_raw,epa_federal_sites_count_derived,npl_status,non_npl_status,epa_region,classification,program,dec_region,address,address1,city,locality,zip,zipcode,zip_anomaly_flag,county,latitude,longitude,coord_flag,area_acres_best,area_acres,area_acres_scraped,estimated_acres_int,estimated_size,area_m2,area_km2,area_source,acreage_note,site_type,disposal_period_from,disposal_period_to,disposal_period_note,project_completion_date,current_owner_name,current_owner_address,owner_during_disposal,current_onsite_operator,stated_operator_address,owner_name,control_code,control_type,ic_ec_control_type,ic_ec_control_elements,chemicals,Num. Chem.,waste_name,contaminants,community_distance_note,community_school,community_daycare,community_medical,community_senior_care,disadvantaged_community_boundary,potential_ej_area,fuds_flag,fuds_property_number,fuds_category,is_multi_ou,base_num,norm,ou_note,section,in_dataset,action_required,data_source,review_notes,location_note,current_zoning_uses,narrative,facility_note,website,website2,program_facility_name,site_code,site_name_clean,cite,program_category
932028,25.0,nysdec_all_sites,"TAM Ceramics, Inc.",TAM Ceramics,State Superfund (Hazardous Waste),HW,03,NY State Superfund,,NYSDEC 932028,,51,1.0,,NYD002102473,,,,,,State Superfund Program,9.0,4511 Hyde Park Boulevard,4511 Hyde Park Boulevard,Niagara Falls,,14305.0,14305,,,43.12935381,-79.03366667,,32.539,32.539,32.539,30.0,30 Acres,131678.89140710322,0.1317,polygon_boundary,,Dump,,1976,From:  1930,1993-04-01T00:00:00.000,"TAM Ceramics Group of NY, LLC",,TITANIUM ALLOY MANUF./NATIONAL LEAD,,,George Bilkey IV,,,,,"concentrations phenol, monochlorobenzene, trichlorobenzene, hexachlorocyclopentadiene, trichlorophenol, tetrachlorobenzene, and hexachlorocyclohexane",7.0,BARIUM (D005 WASTE),,,,,,,,,False,,,0.0,932028,tam ceramics inc,,,,,,,,,"The Tam Ceramics Inc Facility in located on a 30 acre site on Hyde Park Boulevard in the Town of Niagara, Niagara County. It is located in a mixed residential/industrial area. The Hooker Hyde Park Landfill/Bloody Run  (#932021) dumpsite is located directly adjacent to the site along the north property line. There are industrial facilities to the east and south and populated residential neighborhoods to the west. Residences are 300 feet west of the facility. Other nearby residences were razed. Niagara University is proximate to the far side of the Hyde Park/Bloody Run Landfill.The site includes a large building complex and parking area on the west end of the site that occupy approximately 50% of the property. The remaining area is vacant and consists of low brush and grassy areas.This plant produced basic ingredients for the manufacture of refractory products.The TAM Ceramic site (previously NL Industry site) is currently owned by TAM Ceramics. NL Industries and Titanium Alloy Manufacturing owned the site during the time wastes were disposed of onsite (1930-1976). Wastes disposed of on-site (more than 2500 tons) include uncalcined titanium oxide, aluminum oxide, silica fume, zirconium by-products and magnesium chloride.      Furnace linings and various metallic ore residues were deposited as surface fill. There are several small landfills on the site. Barium wastes, metals, and inorganics were dumped. Drums of barium remain buried in the southwest area of the facility. Plant soil and groundwater have also been contaminated by chemicals that migrated from the Hooker Hyde Park/Bloody Run dumpsite. Testing revealed excess concentrations phenol, monochlorobenzene, trichlorobenzene, hexachlorocyclopentadiene, trichlorophenol, tetrachlorobenzene, and hexachlorocyclohexane.Results of an August 1995 radiation survey by the NYSDEC indicate elevated concentrations of radium-226, uranium-238, and thorium-232.  The NYSDEC found that general area radiation levels near the contaminated areas are approximately fifty times higher than background levels.  Additional radiation survey results are possibly pending.The site contains 12 monitoring wells (fig. C-25).Nonaqueous-phase organic compounds (NAPLs) have been found in the sewerlines of theTAM property that are attributable to the Hyde Park Landfill.The potential for contaminant migration is indeterminable. Long term groundwater monitoring and yearly reporting continues to be conducted at the site.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932028,,"TAM Ceramics, Inc.",932028,"TAM Ceramics, Inc.",https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932028,HW
932025,37.0,nysdec_all_sites,"Modern Disposal Services, Inc.",Modern Disposal Services,State Superfund (Hazardous Waste),HW,04,NY State Superfund,89.0,NYSDEC 932025,,77,1.0,,,,,,,,State Superfund Program,9.0,4746 Model City Road,4746 Model City Road,Lewiston,Lewiston,14092.0,14092,,,43.181180556,-78.987088889,,28.529,28.529,28.529,191.0,191,115452.08238682266,0.1155,polygon_boundary,,Landfill,1960s,1985,,1986-01-01T00:00:00.000,Modern Disposal Services,,,,,Modern Disposal Services,,,,,"SEWER SUMPS | POLYMER BLENDS, ACCELERATOR | CARBON, GRAPHITE, PULCE EMULSION, | BATTERIES, TAR, ASBESTOS, THIAZOLE",10.0,SEWER SUMPS,,,,,,,,,False,,,0.0,932025,modern disposal services inc,,,,,,,,,"The Modern Disposal Landfill site is an approximately 30.5-acre site located in a commercial area at 4746 Model City Road in the Town of Lewiston, Niagara County. Site access from Model City Road is approximately 800 feet northwest from the intersection of Model City Road and Route 104 (Ridge Road).The site is an inactive landfill used for the disposal of carbon, graphite, metal scrap, concrete, fly-ash, PVC by-products, wastewater treatment sludges, gelled phenolic resins, foundry sands and general refuse. Groundwater monitoring at began in 1979 using two on-site monitoring wells. The landfill was closed in 1985 in accordance with Part 360 Regulations.  Sampling detected metals; iron and manganese exceeded NYSDEC groundwater standards. No VOCs, SVOCs, PCBs or pesticides were detected. Semiannual groundwater monitoring is ongoing.Contaminants of Concern (Including Materials Disposed)Contaminant Name/TypeSEWER SUMPSPOLYMER BLENDS, ACCELERATORCARBON, GRAPHITE, PULCE EMULSION,BATTERIES, TAR, ASBESTOS, THIAZOLEPost closure maintenance and monitoring are underway. Additional hydrogeologic data is needed to fully characterize the site.The closed landfill is covered with an 18 inch thick clay cap and 6 inches of topsoil which prevent direct contact exposure to buried wastesAdditional monitoring would be needed to confirm migration potential. Thepotential is indeterminable.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932025,,"Modern Disposal Services, Inc.",932025,"Modern Disposal Services, Inc.",https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932025,HW
932152,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,C,NY State Superfund,,,,,,,,,,,,,,9.0,,9400 Porter Road,,Niagara Falls,,14304-5713,,,43.101197,-78.954603,,19.27,19.27,19.27,,,77984.54549615562,0.078,polygon_boundary,,,,,,2015-04-03T00:00:00.000,,,,,,Gordon reger,Deed Restriction,INST,,,PCBs | PCBs (polychlorinated biphenyls),,,,,,,,,,,False,,,0.0,932152,niagara falls armed forces reserve center,,,,,,,,,,,,,Niagara Falls Armed Forces Reserve Center,,,https://extapps.dec.ny.gov/data/DecDocs/932152/,HW
932096,69.0,nysdec_all_sites,Solvent Chemical,Solvent Chemical/3163 Buffalo Avenue Site,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,NYSDEC932096,,,,,NYD000349449,,,,,,State Superfund Program,9.0,3163 Buffalo Avenue,3163 Buffalo Avenue,Niagara Falls,Niagara Falls,14303.0,14303,,,43.08215216,-79.02386934,,5.429,5.429,5.429,5.7,5.7 Acres,21968.798668292813,0.022,polygon_boundary,,Dump,1972,1978,,2001-08-31T00:00:00.000,Dover Chemical Corporation,,,,,Karleen James,Deed Restriction,INST,Deed Restriction,Building Use Restriction | Landuse Restriction | Site Management Plan | Groundwater Treatment System | Monitoring Wells | Leachate Collection | Cover System | O&M Plan | Vapor Mitigation | Monitoring Plan | Fencing/Access Control | IC/EC Plan | Groundwater Containment | Ground Water Use Restriction,,,,benzene,,,,,,,,False,,,0.0,932096,solvent chemical,,,,,,,,,"The Solvent Chemical site is a 5.7 acre site located at 3163 Buffalo Avenue in Niagara Falls, N.Y. The site is adjacent to several industrial facilities and a residential neighborhood. It is bordered to the north by Buffalo Avenue, to the west by the Olin Corporation, and to the south and east by the Olin. Gill Creek, which flows into the Niagara River, is situated approximately 400 feet west of the site. The Niagara River is approximately 800 feet south of the site. The nearest residential area, the historic Echota neighborhood and surrounding homes, is only mile north of the site.The Solvent Chemical site functioned as a chemical manufacturing and storage facility during various periods starting in 1940.1940-1945: The original plant was built and operated by DuPont under contract to the U.S. Government to manufacture ""Impregnite"" for use during WWII. Various by-products of Impregnite production included organic sludges, various chloroanilines, and phenolics.1951-1953: The Site was reactivated for Impregnite production during the Korean Conflict. The plant was operated by the Hooker Electrochemical Company under contract to the US. Government.1950s: The Site laboratory used by Hooker for various projects1972: The Site was purchased by the City of Niagara Falls and sold to the Solvent Chemical Company.1973-1977: The Site was used by the Solvent Chemical Company to manufacture chlorinated benzenes, zinc chloride, and zinc ammonium chloride.1978-1980: The Site was owned by Transit Holding Company and leased to Newco Chemical Waste Systems. It was used for chemical storage.1980-1983: The Site was leased to Frontenac Chemical waste Service, Ltd. Site was used as a waste transfer station and wastes such as halogenated solvents, electroplating sludge, spent pickle liquor, acid and caustic wastes, paint sludge, cyanides, etc. were brought to the site in drums and in bulk.1983: The Site was owned by the 3163 Buffalo Avenue Corporation. During a portion of this period the site was leased by the Niagara Industrial Warehouse for storage of soda ash, potash, fuel oil. Sampling indicated significant concentrations of organic and inorganic contaminants in soils and both the overburden and bedrock groundwater. Principal organic contaminants include benzene, chlorobenzene, 1,2-dichlorobenzene, 1,3-dichlorobenzene, 1,4-dichlorobenzene, and 1,2,4-trichlorobenzene, among others.In 1989, EPA and DEC issued a report prioritizing 33 site clusters in order of theirpotential for polluting the Niagara River. The 33 site clusters were divided into three categories. This site was designated as a Category II priority site with estimates of between 1 to 50 lb/day loads to the Niagara River.Sites from Category I and II collectively represented 99.9% of the total estimated loadings of 694 lbs (315 kg)/day.Operation, monitoring and management is ongoing.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932096,,Solvent Chemical,932096,Solvent Chemical,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932096,HW
932107,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,Balmer Road,,Youngstown,,14124,,,43.229216,-78.962188,,,,,,,,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,932107,youngstown test annex,,,,,,,,,,,,,Youngstown Test Annex,,,https://extapps.dec.ny.gov/data/DecDocs/932107/,HW
932053,64.0,nysdec_all_sites,Stauffer Chemical Plant-PASNY Site,Stauffer-Power Authority of State of New York (PASNY),State Superfund (Hazardous Waste),HW,04,NY State Superfund,,NYSDEC 932053,,255,1.0,,,,,,,,,9.0,5715 Lewiston Road,5715 Lewiston Road,Lewiston,Lewiston,14092.0,14092,,Niagara,43.14455465,-79.03306918,,23.161,23.161,23.161,22.91,22.91 Acres,93728.62445819358,0.0937,polygon_boundary,"Narrative states: ""22.91-acre site""",Dump,1900,1976,,1996-01-01T00:00:00.000,,,,,,,Environmental Easement,INST,,Building Use Restriction | Landuse Restriction | Groundwater Treatment System | Monitoring Wells | Site Management Plan | Cover System | O&M Plan | Leachate Collection | Soil Management Plan | Monitoring Plan | Fencing/Access Control | Groundwater Containment | IC/EC Plan | Ground Water Use Restriction,"carbon disulfide, carbon tetrachloride, chloroform, methylene chloride, tetrachloroethene, benzene, chlorobenzene, toluene, trichloroethene",9.0,CHLOROFORM,chloroform,,,,,,,,False,,,0.0,932053,stauffer chemical plantpasny site,,,,,,,,,"The Stauffer Chemical Plant PASNY site is a 22.91-acre site located at 5715 Lewiston Road in the Town of Lewiston, Niagara County. It is adjacent to the north side of the New York Power Authoritys (NYPA) Robert Moses Power Plant forebay canal, east of the Robert Moses Parkway and the Niagara River, south of the Riverdale Cemetery, and west of Interstate 190.      It contains the old plant site (Area A) that is about 20 acres in size and two former disposal areas (Areas B and C) that are about 2 acres in size combined.      The site is the location of the former Stauffer Chemical Company. The plant produced metallic aluminum from about 1900 to 1930. From 1930 to 1976, the plant produced carbon tetrachloride, parachlorothiophenol, metal chlorides, and a variety of industrial chemicals, including chlorine, sodium hydroxide, silicon, sulfur chloride. In 1957, Stauffer Chemical began producing trichloride, a raw material for manufacturing rocket fuel.  Methylene chloride and tetrachloroethylene were repackaged from bulk during this time period as well. Stauffer disposed of unknown quantities of asbestos, graphite, cinders, concrete cell parts, reactor linings, scrap sulfur and metal, silicon, zirconium, and titanium oxides.      Chemical operations at the facility ceased in 1976 and all structures associated with the plant were demolished in the early 1980s. Investigations revealed contamination.      In 1989, EPA and DEC issued a report prioritizing 33 site clusters in order of theirpotential for polluting the Niagara River. The 33 site clusters were divided into three categories. This site was designated as a Category II priority site with estimates of between 1 to 50 lb/day loads to the Niagara River.      Sites from Category I and II collectively represented 99.9% of the total estimated loadings of 694 lbs (315 kg)/day.      Prior to remediation, the primary contaminants of concern were carbon disulfide, carbon tetrachloride, chloroform, methylene chloride, tetrachloroethene, benzene, chlorobenzene, toluene, and trichloroethene in soil and groundwater. Remedial activities have successfully achieved soil (not groundwater) cleanup objectives for commercial use.  Residual contamination in soil and groundwater is being managed under a Site Management Plan. The only remedial system currently operating at the site is the groundwater extraction and treatment system.      Groundwater is continuously extracted and processed through a physical chemical treatment system. Periodic groundwater quality sampling is done at select monitoring wells.  Water level measurements are monitored for hydraulic contouring and containment checks.      The former plant site is fenced and capped. According to authorities, the groundwater contaminant seeps often visible on the forebay walls do not pose a contact hazard since they are not readily accessible.",,,,Stauffer Chemical Plant-PASNY Site,,Stauffer Power Authority of State of New York,https://extapps.dec.ny.gov/data/DecDocs/932053/,HW
932100,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,,9.0,,76 Robinson Street,,North Tonawanda,,14210,,,43.03265842,-78.87915633,,6.89,6.89,6.89,,,27884.41057682079,0.0279,polygon_boundary,,,,,,1992-03-01T00:00:00.000,,,,,,Mike Wachowicz,Deed Restriction,INST,,,Gasoline | Lead | PAHs | PAHs (polycyclic aromatic hydrocarbons) | PCBs | PCBs (polychlorinated biphenyls) | SVOCs | VOCs,,,,,,,,,,,False,,,0.0,932100,booth oil co,,,,,,,,,,,,,Booth Oil Co.,,,https://extapps.dec.ny.gov/data/DecDocs/932100/,HW
932136,84.0,nysdec_all_sites,Tract II Highland Ave,Tract II Highland Ave,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,State Superfund Program,9.0,3001 and 3079 Highland Ave/1300 and 1500 Beech Ave,3001 and 3079 Highland Ave/1300 and 1500 Beech Ave,Niagara Falls,Niagara Falls,14305.0,14305,,,43.115555556,-79.045833333,,13.06,13.06,13.06,13.046,13.046 Acres,52853.05735943792,0.0529,polygon_boundary,,Dump,,,,2012-03-28T00:00:00.000,,,,,,,Environmental Easement,INST,Environmental Easement Opens new window,Landuse Restriction | Site Management Plan | Cover System | Soil Management Plan | Monitoring Plan | IC/EC Plan | Ground Water Use Restriction,,,,benzo(a)pyrene,,,,,,,,False,,,0.0,932136,tract ii highland ave,,,,,,,,,"The Tract II Highland Avenue Site is an approximately 13.046-acre site made up of three separate parcels in an urban area of the City of Niagara Falls, Niagara County. The western parcel is bordered by Highland Avenue and residential properties to the west, the Tract I Highland Avenue Site (BCP Site No. C932157), the Tulip Corporation Site (932170) to the north, and the delisted portion of the Tract II Highland Avenue Site to the east, and Beech Avenue and residential properties to the south. The eastern parcel is bordered by vacant industrial property to the north, a church and residential properties on 17th Street.      A fifteen-foot-wide parcel north of the delisted portion of the Tract II Highland Avenue Site connects the Eastern and Western parcels of the site.      The site is currently vacant.      Between 1903 and 1971, a series of business form companies operated on the Western parcel of the Tract II Highland Avenue Site.  Those buildings were destroyed by fire and then demolished during the 1970s. Demolition debris and re-worked native silty clay soil was used as fill material.      The Eastern parcel of the Tract II Highland Avenue Site was part of the former battery manufacturing facilities that encompassed the adjacent Tract I Highland Avenue and Tulip Corporation sites.  This area was historically used to dispose of waste and fill materials, which included building demolition debris, plastic battery casings and other granular fill materials associated with the former battery manufacturing facilities.      In 2000, Niagara Falls conducted a site investigation. The primary contaminants identified during the investigation were metals and PAHs in fill materials. Niagara Falls elected not to proceed with the remediation of the site.      In 2008, the site was listed as a Class 2 site (Site No. 932136) in the Registry of Inactive Hazardous Waste Disposal Sites in New York State (Registry). Class 2 means that the site was a significant threat to the public health or the environment, and action is required).      In November 2009, the U.S. Environmental Protection Agency (EPA) fenced the site buildings to help reduce trespassing.  The EPA also removed and cleaned PCB sludge and water from a sump within the underground parking garage as part of an Emergency Removal action that was conducted in 2009 on the adjacent Power City Warehouse property.  The garage is located on the western parcel of the site and was part of the Moore Business Forms Building.      In March 2012, the Department issued a ROD Amendment that modified the remedial method from off-site disposal to on-site stabilization and placement.  Remediation of the site by the potentially responsible party began in the Fall of 2012 and was completed in 2016. In November 2018, a Certificate of Completion was issued for the site.      Prior to remediation, the primary contaminants of concern were lead, PAHs, and Technologically Enhanced Naturally Occurring Radioactive Material (TENORM) in fill material. TENORM exceeding twice background activity levels were transported off-site and disposed of at licensed disposal facilities. Groundwater was not contaminated above groundwater standards.      Residual contamination in fill material is being managed under a Site Management Plan.      A cover system was placed over the entire Western parcel and consists of a minimum 1-foot thick soil or gravel cover over a demarcation layer.      A proposed 5-acre park area, located between the Eastern and Western parcels, was remediated to restricted residential SCOs and does not contain a cover system.  This portion of the site was delisted from the Registry.      The National Grid Right of Way (ROW) that bisects the site in a north-south direction was also remediated to restricted residential SCOs and does not contain a cover system.      Residual contamination in fill material is being managed under a Site Management Plan",822.95 Ft,,,Tract II Highland Ave,932136,Tract II Highland Ave,https://extapps.dec.ny.gov/data/DecDocs/932136/,HW
932060,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,,9.0,,River Road,,North Tonawanda,,14120,,,43.05545541,-78.90005545,,52.649,52.649,52.649,,,213061.27238293824,0.2131,polygon_boundary,,,,,,1986-01-01T00:00:00.000,,,,,,"chelsea spahr, p.e.",Deed Restriction,INST,,,,,PHENOLIC MOLDING COMPOUNDS,,,,,,,,,False,,,0.0,932060,gratwick  riverside park,,,,,,,,,,,,,Gratwick - Riverside Park,,,https://extapps.dec.ny.gov/data/DecDocs/932060/,HW
932070,71.0,nysdec_all_sites,Alcliff Landscaping,Alcliff Landscaping,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,NYSDEC932070,,,,,NYD012953394,,,,,,State Superfund Program,9.0,1975 Military Road,1975 Military Road,Niagara,Niagara,,,,,43.10252599,-78.97911098,,9.9,,,0.0,0 Acres,,,unofficial_estimate,"~9.9 acres per Yelp business listing describing ""9.9 acre garden center directly across from fashion outlet mall"" at 1975 Military Road. NON-OFFICIAL: property/business size from commercial listing, not an EPA or NYSDEC contamination study. SOURCE: Yelp.com listing for Alcliff Landscaping & Nursery.",,,,,,,,,,,,,,,,,,CONTAMINATED SOIL FROM 93RD SCHOOL,,,,,,,,,False,,,0.0,932070,alcliff landscaping,,,,,,,,,"This site is located at 1975 Military Road, Niagara Falls. It is adjacent to Cayuga Creek. Approximately 15 tandem dump loads of contaminated top soil excavated from the baseball and football fields at the 93rd Street School (Love Canal) were stored at this site during September 1979. The soil was later reported to be removed and transported to CECOS where it was used for landfill material. There is a question as to whether any sampling has been performed.",,,,Alcliff Landscaping,932070,Alcliff Landscaping,https://extapps.dec.ny.gov/data/DecDocs/932070/,HW
932079,42.0,nysdec_all_sites,Adams Generating Plant,Adams Generating Plant,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,NYSDEC 932079,,82,1.0,,NYD980529960,,,,,,State Superfund Program,9.0,"On Niagara River, Buffalo Ave., at 13th Street","On Niagara River, Buffalo Ave., at 13th Street",Niagara Falls,Niagara Falls,14303.0,14303,,,43.08197064,-79.04698112,,1.0,,,1.0,1 Acres,,,narrative_text,"Narrative states: ""This one acre site""",,,,,,City of Niagara Falls,,,,,City of Niagara Falls,,,,,,,UNKNOWN,,,,,,,,,False,,,0.0,932079,adams generating plant,,,,,,,,,"This one acre site is located on Niagara River, Buffalo Ave., at 13th Street, at the site of the historic Niagara Falls Power Co. / Edward Dean Adams Power StationBuffalo Ave. The City of Niagara Falls filled a forebay and two penstocks (444 cubic yards each) with layers of incinerator residue, construction debris, and fill soil in the early 1960s pursuant to an agreement with the Niagara Mohawk Power Corp. In 1982 the U.S.G.S. conducted soil sampling to the northwest of the old Forebay. Heavy metals and organics were detected, but only iron exceeded the ranges typical of this area.  In 1988, a Phase I Investigation was completed. Based on limited sampling, no further action is required.      The wastes, however, are believed to be in contact with the overburden and bedrock groundwater, and may be discharging to the Niagara River via the underlying tunnel or bedrock fractures.  Further investigation is needed to assess any potential contamination to ground water and to possible discharges from the tunnel.  There has been no evidence of significant contamination in surrounding soil borings.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932079,,Adams Generating Plant,932079,Adams Generating Plant,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932079,HW
932033,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,Walck Road,,North Tonawanda,,14120,,,43.0409383,-78.84412117,,370.0,,,,,,,pdf_extraction,"OCR from PSA_1999: is located to the west of Old Falls Boulevard and extends west to Zimmerman Road, encompassing an area of approximately 370 acres between Walck Road and East Robinson Road. Currently, a major portion ",,,,,1999-03-01T00:00:00.000,,,,,,CITY OF NORTH TONAWANDA,,,,,,,MIXED REFUSE,,,,,,,,,False,,,0.0,932033,holiday park,,,,,,,,,,,,,Holiday Park,,,https://extapps.dec.ny.gov/data/DecDocs/932033/,HW
932018,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,,9.0,,Walck Road/River Road,,North Tonawanda,,14120,,,43.04655837,-78.86006033,,66.94,66.94,66.94,,,270898.38980917056,0.2709,polygon_boundary,,,,,,2017-05-12T00:00:00.000,,,,,,NATIONAL GRID,Decision Document,INST,,,Benzene | Dioxins | Phenol | TCDD (dioxin),,,,,,,,,,,False,,,0.0,932018,durez div  occidental chemical corp,,,,,,,,,,,,,Durez Div. - Occidental Chemical Corp.,,,https://extapps.dec.ny.gov/data/DecDocs/932018/,HW
932039,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,,9.0,,600 Mill Street,,Lockport,,14094,,,43.185673307,-78.703079404,,2.168,2.168,2.168,,,8774.735946513534,0.0088,polygon_boundary,,,,,,1987-10-01T00:00:00.000,,,,,,RICHARD SHOTELL,Deed Restriction,INST,,,,,SILICON TETRACHLORIDE,silicon tetrachloride,,,,,,,,False,,,0.0,932039,vanchlor company inc,,,,,,,,,,,,,"Vanchlor Company, Inc.",,,https://extapps.dec.ny.gov/data/DecDocs/932039/,HW
932103,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,C,NY State Superfund,,,,,,,,,,,,,,9.0,,Connecting Road,,Niagara,,14304,,,43.099183333,-78.980505556,,0.827,0.827,0.827,,,3348.707048487397,0.0033,polygon_boundary,,,,,,1994-02-01T00:00:00.000,,,,,,Niagara County IDA,,,,,,,,aniline,,,,,,,,False,,,0.0,932103,vacant land adj to 1865 connecting road,,,,,,,,,,,,,Vacant land adj. to 1865 Connecting Road,,,https://extapps.dec.ny.gov/data/DecDocs/932103/,HW
932013,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,04,RCRA Corrective Action,,,,,,,,,,,,,,9.0,,Buffalo Avenue,,Niagara Falls,,14302,,,43.08055199,-79.02226596,,65.301,65.301,65.301,,,264261.9031711441,0.2643,polygon_boundary,,,,,,1992-12-01T00:00:00.000,,,,,,,Decision Document,INST,,,Barium | Copper | Cyanide | PCBs | Zinc,,,,,,,,,,,False,,,0.0,932013,chemours plant former dupont plant site,,,,,,,,,,,,,Chemours Plant (former DuPont Plant Site),,,https://extapps.dec.ny.gov/data/DecDocs/932013/,HW
932104,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,C,NY State Superfund,,,,,,,,,,,,,,9.0,,1705 Factory Outlet Boulevard,,Niagara,,14304,,,43.094336111,-78.982122222,,32.3,32.3,32.3,,,130713.49277583728,0.1307,polygon_boundary,,,,,,1989-01-01T00:00:00.000,,,,,,"SABRE PARK, INC.",,,,,Mercury | PAHs | PAHs (polycyclic aromatic hydrocarbons),,,,,,,,,,,False,,,0.0,932104,sabre park  anthony drive area,,,,,,,,,,,,,Sabre Park - Anthony Drive Area,,,https://extapps.dec.ny.gov/data/DecDocs/932104/,HW
932085A,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,North of Pine Avenue,,Niagara Falls,,14304,,,43.091772398,-78.986362159,,,,,,,,,unavailable,,,,,,1996-03-01T00:00:00.000,,,,,,NYS Department of Transportation,,,,,,,UNKNOWN,,,,,,,,,False,,,1.0,932085,64th street  north,,,,,,,,,,,,,64th Street - North,,,https://extapps.dec.ny.gov/data/DecDocs/932085A/,HW
932032,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,02,Federal Facility,,,,,,,,,,,,,,9.0,,695 Ohio Street,,Lockport,,14094,,,43.16015675,-78.70975161,,49.735,49.735,49.735,,,201269.96838144312,0.2013,polygon_boundary,,,,,,2021-08-26T00:00:00.000,,,,,,GUTERL SPECIALTY STEEL CORP. BANKRUPTCY TRUSTEE,,,,,,,EMISSION CONTROL DUST (BAGHOUSE DUST) FROM,,,,,,,,,False,,,0.0,932032,guterl specialty steel corp,FUSRAP: processed 25-35M lbs uranium and 30-40k lbs thorium for AEC 1948-1956; $249M cleanup approved 2023; remediation begins 2026. Also listed under NY State Superfund (932032).,,,,,,,,,,,,Guterl Specialty Steel Corp.,,,https://extapps.dec.ny.gov/data/DecDocs/932032/,HW
