program_number,seq_num,master_source,site_name,header_title,program_label,program_type,siteclass,designation,duplicate_flag,alt_id,alt_name,sites_raw,sites_count_derived,former_site_code,epa_id_number_raw,epa_federal_sites_count_derived,npl_status,non_npl_status,epa_region,classification,program,dec_region,address,address1,city,locality,zip,zipcode,zip_anomaly_flag,county,latitude,longitude,coord_flag,area_acres_best,area_acres,area_acres_scraped,estimated_acres_int,estimated_size,area_m2,area_km2,area_source,acreage_note,site_type,disposal_period_from,disposal_period_to,disposal_period_note,project_completion_date,current_owner_name,current_owner_address,owner_during_disposal,current_onsite_operator,stated_operator_address,owner_name,control_code,control_type,ic_ec_control_type,ic_ec_control_elements,chemicals,Num. Chem.,waste_name,contaminants,community_distance_note,community_school,community_daycare,community_medical,community_senior_care,disadvantaged_community_boundary,potential_ej_area,fuds_flag,fuds_property_number,fuds_category,is_multi_ou,base_num,norm,ou_note,section,in_dataset,action_required,data_source,review_notes,location_note,current_zoning_uses,narrative,facility_note,website,website2,program_facility_name,site_code,site_name_clean,cite,program_category
932151,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,Cleveland Avenue,,Niagara Falls,,14305-2637,,,43.106802778,-79.052680556,,,,,,,,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,932151,915 cleveland avenue offsite bedrock gw plume,,,,,,,,,,,,,915 Cleveland Avenue Off-Site Bedrock GW Plume,,,https://extapps.dec.ny.gov/data/DecDocs/932151/,HW
932120,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,Whirlpool Street,,Niagara Falls,,14302-,,,43.109039855,-79.057374066,,,,,,,,,unavailable,,,,,,,,,,,,NIAGARA FALLS BRIDGE COMMISSION,,,,,,,,,,,,,,,,False,,,0.0,932120,whirlpoolrapids bridge,,,,,,,,,,,,,Whirlpool-Rapids Bridge,,,https://extapps.dec.ny.gov/data/DecDocs/932120/,HW
932055,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,03,NY State Superfund,,,,,,,,,,,,,,9.0,,East of Olin's 102nd Street Site,,Wheatfield,,14240,,,43.070993599,-78.944676824,,2.693,2.693,2.693,,,10897.532230955005,0.0109,polygon_boundary,,,,,,2023-09-13T00:00:00.000,,,,,,Robert G. Winkler,,,,,"1,4-Dichlorobenzene | 2,4,6-Trichlorophenol | Arsenic | Chlorobenzene | Chlorophenols | Chromium | Hexachlorobenzene | Lead | Mercury | PCBs | Phenanthrene | Phenol | Pyrene",,,,,,,,,,,False,,,0.0,932055,niagara river site belden site,,,,,,,,,,,,,Niagara River Site (Belden Site),,,https://extapps.dec.ny.gov/data/DecDocs/932055/,HW
932042,86.0,nysdec_all_sites,Niagara Recycling,Niagara Recycling,State Superfund (Hazardous Waste),HW,04,NY State Superfund,39.0,,,,,,NYD071467633,,,,,04,State Superfund Program,9.0,56th Street,56th Street,Niagara Falls,Niagara Falls,14304.0,14304,,,43.10126017,-78.98836021,,371.668,371.668,371.668,10.0,10 Acres,1504088.2091415687,1.5041,polygon_boundary,,Landfill,1972,1984,,1991-06-01T00:00:00.000,ALLIED/BFI WASTE SYSTEMS | ALLIED/BFI WASTE SYSTEMS,P.O. BOX 354 | P.O. BOX 354,ALLIED/BFI WASTE SYSTEMS,ALLIED/BFI WASTE SYSTEMS,P.O. BOX 354,ALLIED/BFI WASTE SYSTEMS,,,,,CHLORINATED HYDROCARBONS,1.0,,,,,,,,,,False,,,0.0,932042,niagara recycling,,,,,,,,,"Niagara Recycling (Sanitary Landfills) is located at the Allied Niagara Falls Facility on 56th St. in Niagara Falls, NY.  It is located in an industrialized area with Packard Road to the North, Niagara Falls Blvd, to the south, Rail lines to the west and the NYS 190 expressway to the east.Site Features:The main site features consists of numerous active and closed landfills containing both hazardous, non-hazardous and municipal wastes within the boundaries of the adjacent sites.Historical Uses:The 10 acre landfill is the oldest of the Sanitary Landfills (I&amp;II) at the site and received municipal and industrial waste from 1972 until 1984.  These units were closed and capped in 1987.  The landfills were constructed as a series of distinct cells with no recompacted clay liner and no leachate collection system.  A leachate collection system and perimeter channel was later constructed by Niagara Recycling to stop leachate breakouts on the south slope of the landfill.  Monitoring of the leachate quality from the site is required under a discharge permit issued by the City of Niagara Falls.  New landfill cells are constructed as necessary by Part 360 standards.  A number of site perimeter monitoring wells are monitored on a long-term basis under the RCRA Site Monitoring &amp; Assessment Program.Contaminants of Concern (Including Materials Disposed)Contaminant Name/TypeCHLORINATED HYDROCARBONSSite Environmental AssessmentNature and Extent of Contamination:Based on investigations conducted as part of the RCRA Corrective action process and Routine monitoring, the Primary contaminants are VOCs and Metals contained in the landfill leachate.Soil: The facilities are closed sanitary landfills which have been capped in accordance with NYSDEC approved plans.  IC are in place to prevent public access and exposure.Groundwater: The subject facilities have a monitoring and maintenance plan to address groundwater  and leachate monitoring.  Landfill leachate is routinely removed and treated.Soil Vapor &amp; Indoor Air:  There are no structures or receptors since the facility is a closed and capped landfill surrounded by an active solid waste disposal facility.The site will continue to be monitored and maintained as part of the post-closure permit.It is recommended that continued monitoring for chlorinated hydrocarbons in the groundwater take place.  A permit has been issued by the City of Niagara Falls for the discharge of sanitary leachate to the city sewer.  Monitoring of leachate quality occurs regularly as part of this permit.Site Health AssessmentThis site is within the 385 acre CECOS facility which is fenced and has 24-hour security to prevent trespassing.  Ground and surface water, sewer discharge and air emissions are being monitored in and around the site in compliance with permit regulations.  The area is served by public water so exposures to contaminated groundwater are not expected.  Surface water eventually empties into the Niagara River, via the arterial waterways flowing through and around the site.  All discharges to the sewage system are treated on-site at the wastewater treatment plant prior to discharge into the City of Niagara Falls sanitary sewer.  The closure and capping eliminated any potential exposure pathways, however, contaminated groundwater merits continued monitoring.",,,,Niagara Recycling,932042,Niagara Recycling,https://extapps.dec.ny.gov/data/DecDocs/932042/,HW
932012,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,2 Washburn  Street,,Lockport,,14094,,,43.17429377,-78.68687046,,5.6,,,,,,,pdf_extraction,"NYSDEC Site Investigation Report Vol 1 (June 2009): ""Dussault Foundry Site... total area of approximately 5.6 acres""",,,,,2009-06-15T00:00:00.000,,,,,,JAMES MAXWELL,,,,,Acetone | Chromium | Copper | Gasoline | Mercury | Nickel | PAHs | PAHs (polycyclic aromatic hydrocarbons) | PCBs | PCBs (polychlorinated biphenyls) | Phenol | SVOCs | Trichloroethene (TCE) | VOCs | Zinc,,,,,,,,,,,False,,,0.0,932012,dussault foundry,,,,,,,,,,,,,Dussault Foundry,,,https://extapps.dec.ny.gov/data/DecDocs/932012/,HW
932076,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,Harold and Pletcher Roads,,Lewiston,,14107,,,43.2082008,-78.97552382,,380.0,,,,,,,internet_research,~380 acres total site (239 acres permitted solid waste disposal area); source: Town of Lewiston/Modern Landfill records; site operated by Modern Landfill Inc on Harold and Pletcher Roads,,,,,1992-03-01T00:00:00.000,,,,,,THOMAS SHARP (SUPER.),,,,,,,,,,,,,,,,False,,,0.0,932076,lewiston town landfill,,,,,,,,,,,,,Lewiston Town Landfill,,,https://extapps.dec.ny.gov/data/DecDocs/932076/,HW
932111,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,456 South Niagara Street,,Lockport,,14094,,,43.16745,-78.722275,,1.6,,,,,,,pdf_extraction,"OCR SI_2008: y of Lockport at 456 South Niagara Street in the City of Lockport, Niagara County, New York (Figure 1-1). The total area of the site is approximately 1.6 acres in a commercial neighborhood. The site i",,,,,2008-02-07T00:00:00.000,,,,,,City of Lockport,,,,,Anthracene | Arsenic | Benzo(a)anthracene | Benzo(a)pyrene | Benzo(b)fluoranthene | Beryllium | Cadmium | Chromium | Chrysene | Copper | Furans | Gasoline | Lead | Mercury | Methylene chloride | Nickel | PAHs | PCBs | PCBs (polychlorinated biphenyls) | Pyrene | SVOCs | Selenium | Sulfates | VOCs | Zinc,,,,,,,,,,,False,,,0.0,932111,south niagara street quarry,,,,,,,,,,,,,South Niagara Street Quarry,,,https://extapps.dec.ny.gov/data/DecDocs/932111/,HW
932023,,nysdec_all_sites,,,RCRA Corrective Action,RCRA,A,Federal Facility,,,,,,,,,,,,,,9.0,,932023 Niagara Falls Storage Site,,Lewiston,,14092,,,43.214051,-78.983117,,180.643,180.643,180.643,,,731036.6566639666,0.731,polygon_boundary,,,,,,2030-09-30T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,932023,niagara falls storage site,DOE-managed interim waste containment facility; 191-acre federal property within former LOOW footprint; stores K-65 radioactive residues from Manhattan Project. Part of broader FUSRAP/LOOW complex.,,,,,,,,,,,,Niagara Falls Storage Site,,,https://extapps.dec.ny.gov/data/DecDocs/932023/,RCRA
932106,,nysdec_all_sites,,,RCRA Corrective Action,RCRA,A,Federal Facility,,,,,,,,,,,,,,9.0,,Niagara Falls International Airport,,Niagara Falls,,14304-,,,43.119359338,-78.939970225,,629.908,629.908,629.908,,,2549145.44599003,2.5491,polygon_boundary,,,,,,2015-07-07T00:00:00.000,,,,,,,,,,,Cyanide | PCBs (polychlorinated biphenyls) | Trichloroethene (TCE) | VOCs | Vinyl chloride,,,,,,,,,,,False,,,0.0,932106,914 tactical airlift group,"Former USAF Reserve base; RCRA corrective action for jet fuel, solvents, and other contaminants.",,,,,,,,,,,,914 Tactical Airlift Group,,,https://extapps.dec.ny.gov/data/DecDocs/932106/,RCRA
932003,,nysdec_all_sites,,,RCRA Corrective Action,RCRA,N,RCRA Corrective Action,,,,,,,,,,,,,,9.0,,3119 Randall Road,,Ransomville,,14131,,,43.265339084,-78.869503608,,,,,,,,,unavailable,,,,,,2012-04-04T00:00:00.000,,,,,,ALLIED CHEMICAL CORPORATION,,,,,,,ALUMINUM CHLORIDE,aluminum chloride,,,,,,,,False,,,0.0,932003,dal specialties inc,,,,,,,,,,,,,DAL Specialties Inc.,,,https://extapps.dec.ny.gov/data/DecDocs/932003/,RCRA
932149,,nysdec_all_sites,,,RCRA Corrective Action,RCRA,A,RCRA Corrective Action,,,,,,,,,,,,,,9.0,,One North Transit Road,,Lockport,,14094,,,43.183977471,-78.697895285,,10.25,10.25,10.25,,,41479.98144915063,0.0415,polygon_boundary,,,,,,2013-03-01T00:00:00.000,,,,,,Scott Honan,,,,,"2,4,5-Trichlorophenol | 2,4,6-Trichlorophenol | Acenaphthylene | Anthracene | Benzo(a)anthracene | Chlorobenzene | Chlorophenols | Chrysene | Fluorene | Furans | Hexachlorobenzene | Hexachlorobutadiene | Naphthalene | PAHs | Pentachlorophenol (PCP) | Phenanthrene | Phenol | Pyrene | Radon | VOCs",,,,,,,,,,,False,,,0.0,932149,van de mark chemical,,,,,,,,,,,,,Van De Mark Chemical,,,https://extapps.dec.ny.gov/data/DecDocs/932149/,RCRA
932046,38.0,nysdec_all_sites,Cecos Recycling,"Cecos and Niagara Recycling, sites 78a, 78b, NYSDEC 932046, 932042",RCRA Corrective Action,RCRA,A,RCRA Corrective Action,,NYSDEC 932046,,78a,1.0,,,,,,,,,9.0,Pine Avenue at 59th Street,Pine Avenue at 59 Steet,Niagara,Niagara,14304.0,14304,,,43.10157953,-78.98964948,,390.193,390.193,390.193,385.0,385 Acres,1579055.5114443344,1.5791,polygon_boundary,,"Lagoon, Landfill, Pond",,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,932046,cecos,,,,,,,"North of Niagara Falls Boulevard, South of Packard Road and West of I-190 in the city of Niagara Falls and Town of Niagara (385 acres)",,"General information and chemical-migration potential.--These two sites (Cecos & Niagara Recycling), on the border of the city of Niagara Falls and the town of Niagara, are adjacent to each other and abut the Necco Park landfill (site 14). The CECOS site is an active municipal, industrial, and chemical waste management facility operating under New York State Department of Environmental Conservation permits.Site Features: 1 Active sanitary (part 360) landfill, 7 closed sanitary landfills, 6 closed hazardous waste (part 373) landfillsCurrent Zoning Uses: IndustrialCECOS International, Inc. operated a 385-acre commercial solid/industrial wastemanagement facility in the Town of Niagara and the City of Niagara Falls. The facility issituated in an industrial and commercial area, bordering residential and recreational areas,and is about 1.5 miles north of the Niagara River. The Property has been used for waste disposal since 1897.  Operations have included: Lime settling ponds, acid neutralization, hazardous and solid waste disposal. The facility managed hazardous wastes from all Resource Conservation and Recovery Act (RCRA) categories identified in Part 261 -- characteristic wastes, specific and non-specific industrial wastes and commercial chemical product waste. Current hazardous waste management activities include a wastewater treatment system and container storage.Contamination was confirmed, including in groundwater. Contaminants of concern include metal finishing solids, sludges, halogenated chemicals, still bottoms, filter press sludges, and more.As part of the RCRA Corrective action process, the selected remedy uses a combination of active groundwater recovery and treatment along with institutional controls (maintenance of caps, monitoring, access and deed restrictions) to address contamination and exposure issues.The facility is currently regulated by a RCRA post-closure permit. There are 47 Operable Units as part of remediation efforts.The manmade Falls Street Tunnel draws portions of the upper Lockport bedrock groundwater flow from seven hazardous waste sites, including this site.In 1989, EPA and DEC issued a report prioritizing 33 site clusters in order of theirpotential for polluting the Niagara River. The 33 site clusters were divided into three categories.This site was designated as a Category I priority site with estimates of greater than 50 lb/day loads of pollution to the Niagara River.Sites from Category I and II collectively represented 99.9% of the total estimated loadings of 694 lbs (315 kg)/day.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932046,,CECOS,932046,Cecos Recycling,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932046,RCRA
932155,,nysdec_all_sites,,,RCRA Corrective Action,RCRA,N,RCRA Corrective Action,,,,,,,,,,,,,,9.0,,4626 Royal Avenue,,Niagara Falls,,14303-2138,,,43.087979,-79.010185,,,,,,,,,unavailable,,,,,,2011-04-12T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,932155,resource recovery inc,,,,,,,,,,,,,Resource Recovery Inc,,,https://extapps.dec.ny.gov/data/DecDocs/932155/,RCRA
932154,,nysdec_all_sites,,,RCRA Corrective Action,RCRA,N,RCRA Corrective Action,,,,,,,,,,,,,,9.0,,2720 Niagara Falls Boulevard,,Niagara Falls,,14304-4517,,,43.090512,-78.899517,,,,,,,,,unavailable,,,,,,2013-01-17T00:00:00.000,,,,,,,,,,,Methylene chloride,,,,,,,,,,,False,,,0.0,932154,safetykleen corp niagara falls,,,,,,,,,,,,,Safety-Kleen Corp Niagara Falls,,,https://extapps.dec.ny.gov/data/DecDocs/932154/,RCRA
E932124,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,7 Niagara Street,,Lockport,,14094,,,43.170286111,-78.6949,,0.307,0.307,0.307,,,1242.9585062045296,0.0012,polygon_boundary,,,,,,,,,,,,,,,,,Asbestos | Cyanide | Fuel oil | Gasoline | PCBs | SVOCs | VOCs,,,,,,,,,,,False,,,0.0,E932124,zimmies tire store,,,,,,,,,,,,,Zimmie's Tire Store,,,https://extapps.dec.ny.gov/data/DecDocs/E932124/,ERP
B00025,,nysdec_all_sites,,,Environmental Restoration Program,ERP,C,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,101 East Avenue,,North Tonawanda,,14120,,,43.04315597,-78.88447966,,24.24,24.24,24.24,,,98097.04571332729,0.0981,polygon_boundary,,,,,,2009-03-03T00:00:00.000,,,,,,Tim Sopko,Environmental Easement,INST,,,,,,tetrachloroethene (PCE),,,,,,,,False,,,0.0,B00025,former roblin steel site,,,,,,,,,,,,,Former Roblin Steel Site,,,https://extapps.dec.ny.gov/data/DecDocs/B00025/,ERP
B00022,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,3001 HIGHLAND AVENUE,,NIAGARA FALLS,,14305,,,43.11556233,-79.04590442,,18.942,18.942,18.942,,,76656.5186724958,0.0767,polygon_boundary,,,,,,2003-03-12T00:00:00.000,,,,,,THOMAS DESANTIS,,,,,,,,benzo(b)fluoranthene,,,,,,,,False,,,0.0,B00022,tract ii highland ave,,,,,,,,,,,,,Tract II Highland Ave.,,,https://extapps.dec.ny.gov/data/DecDocs/B00022/,ERP
B00178,,nysdec_all_sites,,,Environmental Restoration Program,ERP,C,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,815 River Road,,North Tonawanda,,14120,,,43.04262077,-78.88771129,,0.888,0.888,0.888,,,3595.2493064479017,0.0036,polygon_boundary,,,,,,2014-12-30T00:00:00.000,,,,,,Gary Metzger,Environmental Easement,INST,,,,,,benzene,,,,,,,,False,,,0.0,B00178,815 river road investigation,,,,,,,,,,,,,815 River Road Investigation,,,https://extapps.dec.ny.gov/data/DecDocs/B00178/,ERP
B00154,,nysdec_all_sites,,,Environmental Restoration Program,ERP,C,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,"Canal, Church, and Niagara Streets",,Lockport,,14094,,,43.17064941,-78.69416169,,1.452,1.452,1.452,,,5877.879482671078,0.0059,polygon_boundary,,,,,,2002-10-31T00:00:00.000,,,,,,Erik Bernardi,Environmental Easement,INST,,,,,,lead,,,,,,,,False,,,0.0,B00154,richmond avenue project,,,,,,,,,,,,,Richmond Avenue Project,,,https://extapps.dec.ny.gov/data/DecDocs/B00154/,ERP
B00182,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,River Road,,Wheatfield,,14304-,,,43.069848131,-78.935018586,,,,,,,,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,B00182,river road park,,,,,,,,,,,,,River Road Park,,,https://extapps.dec.ny.gov/data/DecDocs/B00182/,ERP
B00107,,nysdec_all_sites,,,Environmental Restoration Program,ERP,C,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,2201 Lockport Street,,Niagara Falls (c),,14305,,,43.10874874,-79.0420481,,0.029,0.029,0.029,,,116.0897624743899,0.0001,polygon_boundary,,,,,,2004-03-31T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,B00107,2201 lockport street,,,,,,,,,,,,,2201 Lockport Street,,,https://extapps.dec.ny.gov/data/DecDocs/B00107/,ERP
B00108,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,2014 11th Street,,Niagara Falls (c),,14305,,,43.10720955,-79.04927792,,0.533,0.533,0.533,,,2157.7685340142525,0.0022,polygon_boundary,,,,,,2009-01-21T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,B00108,2014 11th street,,,,,,,,,,,,,2014 11th Street,,,https://extapps.dec.ny.gov/data/DecDocs/B00108/,ERP
B00079,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,3625 Highland Avenue,,Niagara Falls (c),,14305-,,,43.12021823,-79.04436165,,5.5,,,,,,,internet_research,"~5.5 acres; source: Spectrum Local News 2018 article on former Union Carbide site remediation at 3625 Highland Avenue, Niagara Falls",,,,,1998-03-12T00:00:00.000,,,,,,,,,,,"1,2-Dichlorobenzene | 2,4,5-Trichlorophenol | 2,4,6-Trichlorophenol | Anthracene | Benzene | Benzo(a)pyrene | Carbon tetrachloride | Chlorobenzene | Chloroform | Chlorophenols | Fluorene | Hexachlorobutadiene | Methylene chloride | Naphthalene | Phenanthrene | Phenol | Pyrene | Toluene | Trichloroethene (TCE) | Vinyl chloride | Xylenes",,,,,,,,,,,False,,,0.0,B00079,union carbide site,,,,,,,,,,,,,Union Carbide Site,,,https://extapps.dec.ny.gov/data/DecDocs/B00079/,ERP
B00160,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,NY State Superfund,,,,,,,,,,,,,,9.0,,3123 HIGHLAND AVENUE,,NIAGARA FALLS,,14305,,,43.116466,-79.045944,,,,,,,,,unavailable,,,,,,2007-01-03T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,B00160,power city warehouse,,,,,,,,,,,,,Power City Warehouse,,,https://extapps.dec.ny.gov/data/DecDocs/B00160/,ERP
B00161,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,198 & 300 Mill Street,,Lockport,,14094,,,43.181978706,-78.689260521,,6.932,6.932,6.932,,,28051.653694847377,0.0281,polygon_boundary,,,,,,2006-03-31T00:00:00.000,,,,,,,Deed Restriction,INST,,,,,,lead,,,,,,,,False,,,0.0,B00161,former flintkote site investigation,,,,,,,,,,,,,Former Flintkote Site Investigation,,,https://extapps.dec.ny.gov/data/DecDocs/B00161/,ERP
E932132,,nysdec_all_sites,,,Environmental Restoration Program,ERP,C,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,4922 IDA Park Drive,,Lockport,,14094,,,43.1677,-78.7466,,1.348,1.348,1.348,,,5456.683724720268,0.0055,polygon_boundary,,,,,,2009-03-27T00:00:00.000,,,,,,Up North Hosting LLC,Environmental Easement,INST,,,Lead,,,,,,,,,,,False,,,0.0,E932132,former electruk battery site,,,,,,,,,,,,,Former Electruk Battery Site,,,https://extapps.dec.ny.gov/data/DecDocs/E932132/,ERP
E932125,,nysdec_all_sites,,,Environmental Restoration Program,ERP,C,Environmental Restoration Program,,,,,,,,,,,,,,9.0,,1 Bristol Street,,Lockport,,14094,,,43.169770731,-78.706273439,,0.979,0.979,0.979,,,3963.1657528043447,0.004,polygon_boundary,,,,,,2009-08-21T00:00:00.000,,,,,,NORM ALLEN,,,,,,,,benzene,,,,,,,,False,,,0.0,E932125,1 bristol street,,,,,,,,,,,,,1 Bristol Street,,,https://extapps.dec.ny.gov/data/DecDocs/E932125/,ERP
E932122,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,NY State Superfund,,,,,,,,,,,,,,9.0,,701 THIRD STREET,,YOUNGSTOWN,,14174,,,43.244947112,-79.047824798,,2.349,2.349,2.349,,,9504.813697571662,0.0095,polygon_boundary,,,,,,2007-02-09T00:00:00.000,,,,,,NEIL C. RIORDAN,,,,,,,,benzo(b)fluoranthene,,,,,,,,False,,,0.0,E932122,youngstown cold storage,,,,,,,,,,,,,Youngstown Cold Storage,,,https://extapps.dec.ny.gov/data/DecDocs/E932122/,ERP
E932135,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,NY State Superfund,,,,,,,,,,,,,,9.0,,2020 River Road,,Wheatfield,,14304,,,43.070555556,-78.943611111,,3.953,3.953,3.953,,,15999.090010295791,0.016,polygon_boundary,,,,,,,,,,,,TIMOTHEY E. DEMLER,,,,,PCBs | SVOCs | VOCs,,,,,,,,,,,False,,,0.0,E932135,2020 river road,,,,,,,,,,,,,2020 River Road,,,https://extapps.dec.ny.gov/data/DecDocs/E932135/,ERP
E932141,,nysdec_all_sites,,,Environmental Restoration Program,ERP,N,NY State Superfund,,,,,,,,,,,,,,9.0,,160 Washburn Street,,Lockport,,14094,,,43.169324742,-78.687433502,,9.933,9.933,9.933,,,40195.97719053083,0.0402,polygon_boundary,,,,,,,,,,,,NONE PROVIDED,,,,,Copper,,,,,,,,,,,False,,,0.0,E932141,commerce square,,,,,,,,,,,,,Commerce Square,,,https://extapps.dec.ny.gov/data/DecDocs/E932141/,ERP
V00653,,nysdec_all_sites,,,Voluntary Cleanup Program,VCP,N,Voluntary Cleanup Program,,,,,,,,,,,,,,9.0,,6600 Walmore Road (yard south of Ekonol bldg.),,Wheatfield,,14304,,,43.10541615,-78.9301471,,15.806,15.806,15.806,,,63963.53628963164,0.064,polygon_boundary,,,,,,2006-07-25T00:00:00.000,,,,,,Mike Kolar,,,,,"1,1,1-Trichloroethane (TCA) | 1,1-Dichloroethene | Arsenic | Lead | Methanol | Nitrates | Sulfates | Tetrachloroethene (PCE) | Trichloroethene (TCE) | VOCs | Vinyl chloride",,,,,,,,,,,False,,,0.0,V00653,ekonol polyester resins,,,,,,,,,,,,,Ekonol Polyester Resins,,,https://extapps.dec.ny.gov/data/DecDocs/V00653/,VCP
V00373,,nysdec_all_sites,,,Voluntary Cleanup Program,VCP,N,Voluntary Cleanup Program,,,,,,,,,,,,,,9.0,,400 47TH STREET,,NIAGARA FALLS,,14304,,,43.09155254,-79.00804508,,19.017,19.017,19.017,,,76960.32647674718,0.077,polygon_boundary,,,,,,2018-07-11T00:00:00.000,,,,,,Salvatore D'Angelo,,,,,Arsenic | Mercury | PCBs,,,,,,,,,,,False,,,0.0,V00373,niacet corporation,,,,,,,,,,,,,Niacet Corporation,,,https://extapps.dec.ny.gov/data/DecDocs/V00373/,VCP
V00655,,nysdec_all_sites,,,Voluntary Cleanup Program,VCP,C,Voluntary Cleanup Program,,,,,,,,,,,,,,9.0,,East of Whirlpool Street,,Niagara Falls,,14301-,,,43.109275,-79.057316667,,0.964,0.964,0.964,,,3899.750894644979,0.0039,polygon_boundary,,,,,,2005-03-31T00:00:00.000,,,,,,,Deed Restriction,INST,,,Arsenic | Cadmium | Chromium | Lead | Zinc,,,,,,,,,,,False,,,0.0,V00655,whirlpool rapids bridge,,,,,,,,,,,,,Whirlpool Rapids Bridge,,,https://extapps.dec.ny.gov/data/DecDocs/V00655/,VCP
V00287,,nysdec_all_sites,,,Voluntary Cleanup Program,VCP,N,Voluntary Cleanup Program,,,,,,,,,,,,,,9.0,,140 Telegraph Rd.,,Middleport,,14105,,,43.20602771,-78.47385815,,,,,,,,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.0,V00287,royalton commerce ctr inc,,,,,,,,,,,,,"Royalton Commerce Ctr., Inc.",,,https://extapps.dec.ny.gov/data/DecDocs/V00287/,VCP
V00439,,nysdec_all_sites,,,Voluntary Cleanup Program,VCP,N,Voluntary Cleanup Program,,,,,,,,,,,,,,9.0,,161 86th Street,,Niagara Falls,,14304,,,43.07806097,-78.96490926,,,,,,,,,unavailable,,,,,,,,,,,,SCHRACK OIL,,,,,,,,,,,,,,,,False,,,0.0,V00439,schrack oil property,,,,,,,,,,,,,Schrack Oil Property,,,https://extapps.dec.ny.gov/data/DecDocs/V00439/,VCP
