well,chem,year,value_ugL,detect
10205,Ethylbenzene,2011,5.0,nondetect
10205,Ethylbenzene,2012,5.0,nondetect
10205,Tetrachloroethene (PCE),2010,5.0,nondetect
10205,Tetrachloroethene (PCE),2011,5.0,nondetect
10205,Tetrachloroethene (PCE),2012,5.0,nondetect
10205,Toluene,2010,5.0,nondetect
10205,Toluene,2011,5.0,nondetect
10205,Toluene,2012,5.0,nondetect
10205,Trichloroethene (TCE),2010,5.0,nondetect
10205,Trichloroethene (TCE),2011,5.0,nondetect
10205,Trichloroethene (TCE),2012,5.0,nondetect
10205,Vinyl chloride,2010,5.0,nondetect
10205,Vinyl chloride,2011,5.0,nondetect
10205,Vinyl chloride,2012,5.0,nondetect
10205,Xylene,2010,15.0,nondetect
10205,Xylene,2011,15.0,nondetect
10205,Xylene,2012,15.0,nondetect
10210A,Benzene,2010,5.0,nondetect
10210A,Benzene,2011,5.0,nondetect
10210A,Benzene,2012,5.0,nondetect
10210A,Chlorobenzene,2010,5.0,nondetect
10210A,Chlorobenzene,2011,5.0,nondetect
10210A,Chlorobenzene,2012,5.0,nondetect
10210A,Ethylbenzene,2010,5.0,nondetect
10210A,Ethylbenzene,2011,5.0,nondetect
10210A,Ethylbenzene,2012,5.0,nondetect
10210A,Tetrachloroethene (PCE),2010,5.0,nondetect
10210A,Tetrachloroethene (PCE),2011,5.0,nondetect
10210A,Tetrachloroethene (PCE),2012,5.0,nondetect
10210A,Toluene,2010,5.0,nondetect
10210A,Toluene,2011,5.0,nondetect
10210A,Toluene,2012,5.0,nondetect
10210A,Trichloroethene (TCE),2010,6.3,detect
10210A,Trichloroethene (TCE),2011,5.0,nondetect
10210A,Trichloroethene (TCE),2012,5.0,nondetect
10210A,Vinyl chloride,2010,5.0,nondetect
10210A,Vinyl chloride,2011,5.0,nondetect
10210A,Vinyl chloride,2012,5.0,nondetect
10210A,Xylene,2010,15.0,nondetect
10210A,Xylene,2011,15.0,nondetect
10210A,Xylene,2012,15.0,nondetect
10210B,Benzene,2010,5.0,nondetect
10210B,Benzene,2011,5.0,nondetect
10210B,Benzene,2012,5.0,nondetect
10210B,Chlorobenzene,2010,5.0,nondetect
10210B,Chlorobenzene,2011,5.0,nondetect
10210B,Chlorobenzene,2012,5.0,nondetect
10210B,Ethylbenzene,2010,5.0,nondetect
10210B,Ethylbenzene,2011,5.0,nondetect
10210B,Ethylbenzene,2012,5.0,nondetect
10210B,Tetrachloroethene (PCE),2010,5.0,nondetect
10210B,Tetrachloroethene (PCE),2011,5.0,nondetect
10210B,Tetrachloroethene (PCE),2012,5.0,nondetect
10210B,Toluene,2010,5.0,nondetect
10210B,Toluene,2011,5.0,nondetect
10210B,Toluene,2012,5.0,nondetect
10210B,Trichloroethene (TCE),2010,5.0,nondetect
10210B,Trichloroethene (TCE),2011,5.0,nondetect
10210B,Trichloroethene (TCE),2012,5.0,nondetect
10210B,Vinyl chloride,2010,5.0,nondetect
10210B,Vinyl chloride,2011,5.0,nondetect
10210B,Vinyl chloride,2012,5.0,nondetect
10210B,Xylene,2010,15.0,nondetect
10210B,Xylene,2011,15.0,nondetect
10210B,Xylene,2012,15.0,nondetect
10210C,Benzene,2010,5.0,nondetect
10210C,Benzene,2011,5.0,nondetect
10210C,Benzene,2012,5.0,nondetect
10210C,Chlorobenzene,2010,5.0,nondetect
10210C,Chlorobenzene,2011,5.0,nondetect
10210C,Chlorobenzene,2012,5.0,nondetect
10210C,Ethylbenzene,2010,5.0,nondetect
10210C,Ethylbenzene,2011,5.0,nondetect
10210C,Ethylbenzene,2012,5.0,nondetect
10210C,Tetrachloroethene (PCE),2010,5.0,nondetect
10210C,Tetrachloroethene (PCE),2011,5.0,nondetect
10210C,Tetrachloroethene (PCE),2012,5.0,nondetect
10210C,Toluene,2010,5.0,nondetect
10210C,Toluene,2011,5.0,nondetect
10210C,Toluene,2012,5.0,nondetect
10210C,Trichloroethene (TCE),2010,5.0,nondetect
10210C,Trichloroethene (TCE),2011,5.0,nondetect
10210C,Trichloroethene (TCE),2012,5.0,nondetect
10210C,Vinyl chloride,2010,5.0,nondetect
10210C,Vinyl chloride,2011,5.0,nondetect
10210C,Vinyl chloride,2012,5.0,nondetect
10210C,Xylene,2010,15.0,nondetect
10210C,Xylene,2011,15.0,nondetect
10210C,Xylene,2012,15.0,nondetect
10215,Benzene,2010,5.0,nondetect
10215,Benzene,2011,5.0,nondetect
10215,Benzene,2012,5.0,nondetect
10215,Chlorobenzene,2010,5.0,nondetect
10215,Chlorobenzene,2011,5.0,nondetect
10215,Chlorobenzene,2012,5.0,nondetect
10215,Ethylbenzene,2010,5.0,nondetect
10215,Ethylbenzene,2011,5.0,nondetect
10215,Ethylbenzene,2012,5.0,nondetect
10215,Tetrachloroethene (PCE),2010,5.0,nondetect
10215,Tetrachloroethene (PCE),2011,5.0,nondetect
10215,Tetrachloroethene (PCE),2012,5.0,nondetect
10215,Toluene,2010,2.5,detect
10215,Toluene,2011,5.0,nondetect
10215,Toluene,2012,5.0,nondetect
10215,Trichloroethene (TCE),2010,5.0,nondetect
10215,Trichloroethene (TCE),2011,5.0,nondetect
10215,Trichloroethene (TCE),2012,5.0,nondetect
10215,Vinyl chloride,2010,5.0,nondetect
10215,Vinyl chloride,2011,5.0,nondetect
10215,Vinyl chloride,2012,5.0,nondetect
10215,Xylene,2010,15.0,nondetect
10215,Xylene,2011,15.0,nondetect
10215,Xylene,2012,15.0,nondetect
10225A,Benzene,2010,5.0,nondetect
10225A,Benzene,2011,5.0,nondetect
10225A,Benzene,2012,5.0,nondetect
10225A,Chlorobenzene,2010,5.0,nondetect
10225A,Chlorobenzene,2011,5.0,nondetect
10225A,Chlorobenzene,2012,5.0,nondetect
10225A,Ethylbenzene,2010,5.0,nondetect
10225A,Ethylbenzene,2011,5.0,nondetect
10225A,Ethylbenzene,2012,0.73,detect
10225A,Tetrachloroethene (PCE),2010,5.0,nondetect
10225A,Tetrachloroethene (PCE),2011,5.0,nondetect
10225A,Tetrachloroethene (PCE),2012,5.0,nondetect
10225A,Toluene,2010,5.0,nondetect
10225A,Toluene,2011,5.0,nondetect
10225A,Toluene,2012,5.0,nondetect
10225A,Trichloroethene (TCE),2010,5.1,detect
10225A,Trichloroethene (TCE),2011,5.0,nondetect
10225A,Trichloroethene (TCE),2012,5.0,nondetect
10225A,Vinyl chloride,2010,5.0,nondetect
10225A,Vinyl chloride,2011,5.0,nondetect
10225A,Vinyl chloride,2012,5.0,nondetect
10225A,Xylene,2010,15.0,nondetect
10225A,Xylene,2011,15.0,nondetect
10225A,Xylene,2012,15.0,nondetect
10225B,Benzene,2010,5.0,nondetect
10225B,Benzene,2011,5.0,nondetect
10225B,Benzene,2012,5.0,nondetect
10225B,Chlorobenzene,2010,5.0,nondetect
10225B,Chlorobenzene,2011,5.0,nondetect
10225B,Chlorobenzene,2012,5.0,nondetect
10225B,Ethylbenzene,2010,5.0,nondetect
10225B,Ethylbenzene,2011,5.0,nondetect
10225B,Ethylbenzene,2012,5.0,nondetect
10225B,Tetrachloroethene (PCE),2010,5.0,nondetect
10225B,Tetrachloroethene (PCE),2011,5.0,nondetect
10225B,Tetrachloroethene (PCE),2012,5.0,nondetect
10225B,Toluene,2010,1.5,detect
10225B,Toluene,2011,5.0,nondetect
10225B,Toluene,2012,3.0,detect
10225B,Trichloroethene (TCE),2010,5.0,nondetect
10225B,Trichloroethene (TCE),2011,5.0,nondetect
10225B,Trichloroethene (TCE),2012,5.0,nondetect
10225B,Vinyl chloride,2010,5.0,nondetect
10225B,Vinyl chloride,2011,5.0,nondetect
10225B,Vinyl chloride,2012,5.0,nondetect
10225B,Xylene,2010,15.0,nondetect
10225B,Xylene,2011,15.0,nondetect
10225B,Xylene,2012,15.0,nondetect
10225C,Benzene,2010,5.0,nondetect
10225C,Benzene,2011,5.0,nondetect
10225C,Benzene,2012,5.0,nondetect
10225C,Chlorobenzene,2010,1.5,detect
10225C,Chlorobenzene,2011,0.99,detect
10225C,Chlorobenzene,2012,1.7,detect
10225C,Ethylbenzene,2010,5.0,nondetect
10225C,Ethylbenzene,2011,5.0,nondetect
10225C,Ethylbenzene,2012,5.0,nondetect
10225C,Tetrachloroethene (PCE),2010,5.0,nondetect
10225C,Tetrachloroethene (PCE),2011,5.0,nondetect
10225C,Tetrachloroethene (PCE),2012,5.0,nondetect
10225C,Toluene,2010,1.6,detect
10225C,Toluene,2011,5.0,nondetect
10225C,Toluene,2012,5.0,nondetect
10225C,Trichloroethene (TCE),2010,13.0,detect
10225C,Trichloroethene (TCE),2011,6.4,detect
10225C,Trichloroethene (TCE),2012,12.0,detect
10225C,Vinyl chloride,2010,5.0,nondetect
10225C,Vinyl chloride,2011,5.0,nondetect
10225C,Vinyl chloride,2012,5.0,nondetect
10225C,Xylene,2010,15.0,nondetect
10225C,Xylene,2011,15.0,nondetect
10225C,Xylene,2012,15.0,nondetect
10270,Benzene,2010,5.0,nondetect
10270,Benzene,2011,5.0,nondetect
10270,Benzene,2012,5.0,nondetect
10270,Chlorobenzene,2010,5.0,nondetect
10270,Chlorobenzene,2011,5.0,nondetect
10270,Chlorobenzene,2012,5.0,nondetect
10270,Ethylbenzene,2010,5.0,nondetect
10270,Ethylbenzene,2011,5.0,nondetect
10270,Ethylbenzene,2012,5.0,nondetect
10270,Tetrachloroethene (PCE),2010,5.0,nondetect
10270,Tetrachloroethene (PCE),2011,5.0,nondetect
10270,Tetrachloroethene (PCE),2012,5.0,nondetect
10270,Toluene,2010,5.0,nondetect
10270,Toluene,2011,5.0,nondetect
10270,Toluene,2012,5.0,nondetect
10270,Trichloroethene (TCE),2010,5.0,nondetect
10270,Trichloroethene (TCE),2011,5.0,nondetect
10270,Trichloroethene (TCE),2012,5.0,nondetect
10270,Vinyl chloride,2010,5.0,nondetect
10270,Vinyl chloride,2011,5.0,nondetect
10270,Vinyl chloride,2012,5.0,nondetect
10270,Xylene,2010,15.0,nondetect
10270,Xylene,2011,15.0,nondetect
10270,Xylene,2012,15.0,nondetect
10272,Benzene,2010,5.0,nondetect
10272,Benzene,2011,5.0,nondetect
10272,Benzene,2012,5.0,nondetect
10272,Chlorobenzene,2010,5.0,nondetect
10272,Chlorobenzene,2011,5.0,nondetect
10272,Chlorobenzene,2012,5.0,nondetect
10272,Ethylbenzene,2010,5.0,nondetect
10272,Ethylbenzene,2011,5.0,nondetect
10272,Ethylbenzene,2012,5.0,nondetect
10272,Tetrachloroethene (PCE),2010,5.0,nondetect
10272,Tetrachloroethene (PCE),2011,5.0,nondetect
10272,Tetrachloroethene (PCE),2012,5.0,nondetect
10272,Toluene,2010,5.0,nondetect
10272,Toluene,2011,5.0,nondetect
10272,Toluene,2012,5.0,nondetect
10272,Trichloroethene (TCE),2010,5.0,nondetect
10272,Trichloroethene (TCE),2011,5.0,nondetect
10272,Trichloroethene (TCE),2012,5.0,nondetect
10272,Vinyl chloride,2010,5.0,nondetect
10272,Vinyl chloride,2011,5.0,nondetect
10272,Vinyl chloride,2012,5.0,nondetect
10272,Xylene,2010,15.0,nondetect
10272,Xylene,2011,15.0,nondetect
10272,Xylene,2012,15.0,nondetect
10278,Benzene,2010,5.0,nondetect
10278,Benzene,2011,5.0,nondetect
10278,Benzene,2012,5.0,nondetect
10278,Chlorobenzene,2010,5.0,nondetect
10278,Chlorobenzene,2011,5.0,nondetect
10278,Chlorobenzene,2012,5.0,nondetect
10278,Ethylbenzene,2010,5.0,nondetect
10278,Ethylbenzene,2011,5.0,nondetect
10278,Ethylbenzene,2012,5.0,nondetect
10278,Tetrachloroethene (PCE),2010,5.0,nondetect
10278,Tetrachloroethene (PCE),2011,5.0,nondetect
10278,Tetrachloroethene (PCE),2012,5.0,nondetect
10278,Toluene,2010,5.0,nondetect
10278,Toluene,2011,5.0,nondetect
10278,Toluene,2012,5.0,nondetect
10278,Trichloroethene (TCE),2010,5.0,nondetect
10278,Trichloroethene (TCE),2011,5.0,nondetect
10278,Trichloroethene (TCE),2012,5.0,nondetect
10278,Vinyl chloride,2010,5.0,nondetect
10278,Vinyl chloride,2011,5.0,nondetect
10278,Vinyl chloride,2012,5.0,nondetect
10278,Xylene,2010,15.0,nondetect
10278,Xylene,2011,15.0,nondetect
10278,Xylene,2012,15.0,nondetect
1181A,Benzene,2011,5.0,nondetect
1181A,Chlorobenzene,2011,5.0,nondetect
1181A,Ethylbenzene,2011,5.0,nondetect
1181A,Tetrachloroethene (PCE),2011,5.0,nondetect
1181A,Toluene,2011,5.0,nondetect
1181A,Trichloroethene (TCE),2011,5.0,nondetect
1181A,Vinyl chloride,2011,5.0,nondetect
1181A,Xylene,2011,15.0,nondetect
3257,Benzene,2010,5.0,nondetect
3257,Benzene,2011,5.0,nondetect
3257,Benzene,2012,5.0,nondetect
3257,Benzene,2013,5.0,nondetect
3257,Benzene,2014,5.0,nondetect
3257,Chlorobenzene,2010,5.0,nondetect
3257,Chlorobenzene,2011,5.0,nondetect
3257,Chlorobenzene,2012,5.0,nondetect
3257,Chlorobenzene,2013,5.0,nondetect
3257,Chlorobenzene,2014,5.0,nondetect
3257,Ethylbenzene,2010,5.0,nondetect
3257,Ethylbenzene,2011,5.0,nondetect
3257,Ethylbenzene,2012,5.0,nondetect
3257,Ethylbenzene,2013,5.0,nondetect
3257,Ethylbenzene,2014,5.0,nondetect
3257,Tetrachloroethene (PCE),2010,5.0,nondetect
3257,Tetrachloroethene (PCE),2011,5.0,nondetect
3257,Tetrachloroethene (PCE),2012,5.0,nondetect
3257,Tetrachloroethene (PCE),2013,5.0,nondetect
3257,Tetrachloroethene (PCE),2014,5.0,nondetect
3257,Toluene,2010,5.0,nondetect
3257,Toluene,2011,5.0,nondetect
3257,Toluene,2012,5.0,nondetect
3257,Toluene,2013,5.0,nondetect
3257,Toluene,2014,5.0,nondetect
3257,Trichloroethene (TCE),2010,5.0,nondetect
3257,Trichloroethene (TCE),2011,5.0,nondetect
3257,Trichloroethene (TCE),2012,5.0,nondetect
3257,Trichloroethene (TCE),2013,5.0,nondetect
3257,Trichloroethene (TCE),2014,5.0,nondetect
3257,Vinyl chloride,2010,5.0,nondetect
3257,Vinyl chloride,2011,5.0,nondetect
3257,Vinyl chloride,2012,5.0,nondetect
3257,Vinyl chloride,2013,5.0,nondetect
3257,Vinyl chloride,2014,5.0,nondetect
3257,Xylene,2010,15.0,nondetect
3257,Xylene,2011,15.0,nondetect
3257,Xylene,2012,15.0,nondetect
3257,Xylene,2013,10.0,nondetect
3257,Xylene,2014,10.0,nondetect
5221,Benzene,2010,5.0,nondetect
5221,Benzene,2011,5.0,nondetect
5221,Benzene,2012,5.0,nondetect
5221,Benzene,2013,5.0,nondetect
5221,Benzene,2014,5.0,nondetect
5221,Chlorobenzene,2010,5.0,nondetect
5221,Chlorobenzene,2011,5.0,nondetect
5221,Chlorobenzene,2012,5.0,nondetect
5221,Chlorobenzene,2013,5.0,nondetect
5221,Chlorobenzene,2014,5.0,nondetect
5221,Ethylbenzene,2010,5.0,nondetect
5221,Ethylbenzene,2011,5.0,nondetect
5221,Ethylbenzene,2012,5.0,nondetect
5221,Ethylbenzene,2013,5.0,nondetect
5221,Ethylbenzene,2014,5.0,nondetect
5221,Tetrachloroethene (PCE),2010,5.0,nondetect
5221,Tetrachloroethene (PCE),2011,5.0,nondetect
5221,Tetrachloroethene (PCE),2012,5.0,nondetect
5221,Tetrachloroethene (PCE),2013,5.0,nondetect
5221,Tetrachloroethene (PCE),2014,5.0,nondetect
5221,Toluene,2010,5.0,nondetect
5221,Toluene,2011,3.4,detect
5221,Toluene,2012,5.0,nondetect
5221,Toluene,2013,5.0,nondetect
5221,Toluene,2014,5.0,nondetect
5221,Trichloroethene (TCE),2010,5.0,nondetect
5221,Trichloroethene (TCE),2011,5.0,nondetect
5221,Trichloroethene (TCE),2012,5.0,nondetect
5221,Trichloroethene (TCE),2013,5.0,nondetect
5221,Trichloroethene (TCE),2014,5.0,nondetect
5221,Vinyl chloride,2010,5.0,nondetect
5221,Vinyl chloride,2011,5.0,nondetect
5221,Vinyl chloride,2012,5.0,nondetect
5221,Vinyl chloride,2013,5.0,nondetect
5221,Vinyl chloride,2014,5.0,nondetect
5221,Xylene,2010,15.0,nondetect
5221,Xylene,2011,15.0,nondetect
5221,Xylene,2012,15.0,nondetect
5221,Xylene,2013,10.0,nondetect
5221,Xylene,2014,10.0,nondetect
6209,Benzene,2010,5.0,nondetect
6209,Benzene,2011,5.0,nondetect
6209,Benzene,2012,5.0,nondetect
6209,Benzene,2013,5.0,nondetect
6209,Benzene,2014,5.0,nondetect
6209,Chlorobenzene,2010,5.0,nondetect
6209,Chlorobenzene,2011,5.0,nondetect
6209,Chlorobenzene,2012,5.0,nondetect
6209,Chlorobenzene,2013,5.0,nondetect
6209,Chlorobenzene,2014,5.0,nondetect
6209,Ethylbenzene,2010,5.0,nondetect
6209,Ethylbenzene,2011,5.0,nondetect
6209,Ethylbenzene,2012,5.0,nondetect
6209,Ethylbenzene,2013,5.0,nondetect
6209,Ethylbenzene,2014,5.0,nondetect
6209,Tetrachloroethene (PCE),2010,5.0,nondetect
6209,Tetrachloroethene (PCE),2011,5.0,nondetect
6209,Tetrachloroethene (PCE),2012,5.0,nondetect
6209,Tetrachloroethene (PCE),2013,5.0,nondetect
6209,Tetrachloroethene (PCE),2014,5.0,nondetect
6209,Toluene,2010,5.0,nondetect
6209,Toluene,2011,5.0,nondetect
6209,Toluene,2012,5.0,nondetect
6209,Toluene,2013,5.0,nondetect
6209,Toluene,2014,5.0,nondetect
6209,Trichloroethene (TCE),2010,5.0,nondetect
6209,Trichloroethene (TCE),2011,5.0,nondetect
6209,Trichloroethene (TCE),2012,5.0,nondetect
6209,Trichloroethene (TCE),2013,5.0,nondetect
6209,Trichloroethene (TCE),2014,5.0,nondetect
6209,Vinyl chloride,2010,5.0,nondetect
6209,Vinyl chloride,2011,5.0,nondetect
6209,Vinyl chloride,2012,5.0,nondetect
6209,Vinyl chloride,2013,5.0,nondetect
6209,Vinyl chloride,2014,5.0,nondetect
6209,Xylene,2010,15.0,nondetect
6209,Xylene,2011,15.0,nondetect
6209,Xylene,2012,15.0,nondetect
6209,Xylene,2013,10.0,nondetect
6209,Xylene,2014,10.0,nondetect
7115,Benzene,2010,5.0,nondetect
7115,Benzene,2012,5.0,nondetect
7115,Benzene,2014,5.0,nondetect
7115,Chlorobenzene,2010,5.0,nondetect
7115,Chlorobenzene,2012,5.0,nondetect
7115,Chlorobenzene,2014,5.0,nondetect
7115,Ethylbenzene,2010,5.0,nondetect
7115,Ethylbenzene,2012,5.0,nondetect
7115,Ethylbenzene,2014,5.0,nondetect
7115,Tetrachloroethene (PCE),2010,5.0,nondetect
7115,Tetrachloroethene (PCE),2012,5.0,nondetect
7115,Tetrachloroethene (PCE),2014,5.0,nondetect
7115,Toluene,2010,5.0,nondetect
7115,Toluene,2012,5.0,nondetect
7115,Toluene,2014,5.0,nondetect
7115,Trichloroethene (TCE),2010,5.0,nondetect
7115,Trichloroethene (TCE),2012,5.0,nondetect
7115,Trichloroethene (TCE),2014,5.0,nondetect
7115,Vinyl chloride,2010,5.0,nondetect
7115,Vinyl chloride,2012,5.0,nondetect
7115,Vinyl chloride,2014,5.0,nondetect
7115,Xylene,2010,15.0,nondetect
7115,Xylene,2012,15.0,nondetect
7115,Xylene,2014,10.0,nondetect
7120,Benzene,2011,5.0,nondetect
7120,Benzene,2013,5.0,nondetect
7120,Chlorobenzene,2011,5.0,nondetect
7120,Chlorobenzene,2013,5.0,nondetect
7120,Ethylbenzene,2011,5.0,nondetect
7120,Ethylbenzene,2013,5.0,nondetect
7120,Tetrachloroethene (PCE),2011,5.0,nondetect
7120,Tetrachloroethene (PCE),2013,5.0,nondetect
7120,Toluene,2011,5.0,nondetect
7120,Toluene,2013,5.0,nondetect
7120,Trichloroethene (TCE),2011,5.0,nondetect
7120,Trichloroethene (TCE),2013,5.0,nondetect
7120,Vinyl chloride,2011,5.0,nondetect
7120,Vinyl chloride,2013,5.0,nondetect
7120,Xylene,2011,15.0,nondetect
7120,Xylene,2013,10.0,nondetect
7125,Benzene,2010,5.0,nondetect
7125,Benzene,2012,5.0,nondetect
7125,Benzene,2014,5.0,nondetect
7125,Chlorobenzene,2010,5.0,nondetect
7125,Chlorobenzene,2012,5.0,nondetect
7125,Chlorobenzene,2014,5.0,nondetect
7125,Ethylbenzene,2010,5.0,nondetect
7125,Ethylbenzene,2012,5.0,nondetect
7125,Ethylbenzene,2014,5.0,nondetect
7125,Tetrachloroethene (PCE),2010,5.0,nondetect
7125,Tetrachloroethene (PCE),2012,5.0,nondetect
7125,Tetrachloroethene (PCE),2014,5.0,nondetect
7125,Toluene,2010,5.0,nondetect
7125,Toluene,2012,5.0,nondetect
7125,Toluene,2014,5.0,nondetect
7125,Trichloroethene (TCE),2010,5.0,nondetect
7125,Trichloroethene (TCE),2012,5.0,nondetect
7125,Trichloroethene (TCE),2014,5.0,nondetect
7125,Vinyl chloride,2010,5.0,nondetect
7125,Vinyl chloride,2012,5.0,nondetect
7125,Vinyl chloride,2014,5.0,nondetect
7125,Xylene,2010,15.0,nondetect
7125,Xylene,2012,15.0,nondetect
7125,Xylene,2014,10.0,nondetect
7130,Benzene,2010,5.0,nondetect
7130,Benzene,2011,5.0,nondetect
7130,Benzene,2012,5.0,nondetect
7130,Benzene,2013,5.0,nondetect
7130,Benzene,2014,5.0,nondetect
7130,Chlorobenzene,2010,5.0,nondetect
7130,Chlorobenzene,2011,5.0,nondetect
7130,Chlorobenzene,2012,5.0,nondetect
7130,Chlorobenzene,2013,5.0,nondetect
7130,Chlorobenzene,2014,5.0,nondetect
7130,Ethylbenzene,2010,5.0,nondetect
7130,Ethylbenzene,2011,5.0,nondetect
7130,Ethylbenzene,2012,5.0,nondetect
7130,Ethylbenzene,2013,5.0,nondetect
7130,Ethylbenzene,2014,5.0,nondetect
7130,Tetrachloroethene (PCE),2010,5.0,nondetect
7130,Tetrachloroethene (PCE),2011,5.0,nondetect
7130,Tetrachloroethene (PCE),2012,5.0,nondetect
7130,Tetrachloroethene (PCE),2013,5.0,nondetect
7130,Tetrachloroethene (PCE),2014,5.0,nondetect
7130,Toluene,2010,5.0,nondetect
7130,Toluene,2011,1.2,detect
7130,Toluene,2012,5.0,nondetect
7130,Toluene,2013,5.0,nondetect
7130,Toluene,2014,5.0,nondetect
7130,Trichloroethene (TCE),2010,5.0,nondetect
7130,Trichloroethene (TCE),2011,5.0,nondetect
7130,Trichloroethene (TCE),2012,5.0,nondetect
7130,Trichloroethene (TCE),2013,5.0,nondetect
7130,Trichloroethene (TCE),2014,5.0,nondetect
7130,Vinyl chloride,2010,5.0,nondetect
7130,Vinyl chloride,2011,5.0,nondetect
7130,Vinyl chloride,2012,5.0,nondetect
7130,Vinyl chloride,2013,5.0,nondetect
7130,Vinyl chloride,2014,5.0,nondetect
7130,Xylene,2010,15.0,nondetect
7130,Xylene,2011,15.0,nondetect
7130,Xylene,2012,15.0,nondetect
7130,Xylene,2013,10.0,nondetect
7130,Xylene,2014,10.0,nondetect
7132,Benzene,2010,5.0,nondetect
7132,Benzene,2011,5.0,nondetect
7132,Benzene,2012,5.0,nondetect
7132,Benzene,2013,5.0,nondetect
7132,Benzene,2014,5.0,nondetect
7132,Chlorobenzene,2010,5.0,nondetect
7132,Chlorobenzene,2011,5.0,nondetect
7132,Chlorobenzene,2012,5.0,nondetect
7132,Chlorobenzene,2013,5.0,nondetect
7132,Chlorobenzene,2014,5.0,nondetect
7132,Ethylbenzene,2010,5.0,nondetect
7132,Ethylbenzene,2011,5.0,nondetect
7132,Ethylbenzene,2012,5.0,nondetect
7132,Ethylbenzene,2013,5.0,nondetect
7132,Ethylbenzene,2014,5.0,nondetect
7132,Tetrachloroethene (PCE),2010,5.0,nondetect
7132,Tetrachloroethene (PCE),2011,5.0,nondetect
7132,Tetrachloroethene (PCE),2012,5.0,nondetect
7132,Tetrachloroethene (PCE),2013,5.0,nondetect
7132,Tetrachloroethene (PCE),2014,5.0,nondetect
7132,Toluene,2010,5.0,nondetect
7132,Toluene,2011,5.0,nondetect
7132,Toluene,2012,5.0,nondetect
7132,Toluene,2013,5.0,nondetect
7132,Toluene,2014,5.0,nondetect
7132,Trichloroethene (TCE),2010,5.0,nondetect
7132,Trichloroethene (TCE),2011,5.0,nondetect
7132,Trichloroethene (TCE),2012,5.0,nondetect
7132,Trichloroethene (TCE),2013,5.0,nondetect
