series,medium,date,side,well,level,tile_ft,src
1190,Glacial Till,2016-09-06,out,1191A,565.17,554.8,LoveCanal_932020_2016_Periodic_Review_Report.pdf
1190,Glacial Till,2016-12-05,in,1190A,563.82,554.8,LoveCanal_932020_2016_Periodic_Review_Report.pdf
1190,Glacial Till,2016-12-05,out,1194A,563.19,554.8,LoveCanal_932020_2016_Periodic_Review_Report.pdf
1190,Glacial Till,2016-12-05,out,1193A,564.7,554.8,LoveCanal_932020_2016_Periodic_Review_Report.pdf
1190,Glacial Till,2016-12-05,out,1192A,563.29,554.8,LoveCanal_932020_2016_Periodic_Review_Report.pdf
1190,Glacial Till,2016-12-05,out,1191A,564.92,554.8,LoveCanal_932020_2016_Periodic_Review_Report.pdf
1190,Glacial Till,2017-03-02,in,1190A,567.95,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-03-02,out,1194A,564.11,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-03-02,out,1193A,565.17,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-03-02,out,1192A,564.15,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-03-02,out,1191A,564.8,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-06-09,in,1190A,567.16,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-06-09,out,1194A,564.46,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-06-09,out,1193A,565.82,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-06-09,out,1192A,564.5,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-06-09,out,1191A,565.02,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-09-07,in,1190A,565.3,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-09-07,out,1194A,564.4,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-09-07,out,1193A,565.81,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-09-07,out,1192A,564.44,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-09-07,out,1191A,565.26,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-12-07,in,1190A,566.6,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-12-07,out,1194A,564.57,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-12-07,out,1193A,565.9,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-12-07,out,1192A,564.64,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2017-12-07,out,1191A,565.39,554.8,LoveCanal_932020_2017_Periodic_Review_Report.pdf
1190,Glacial Till,2019-03-05,in,1190A,565.78,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-03-05,out,1194A,564.51,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-03-05,out,1193A,565.85,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-03-05,out,1192A,564.43,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-03-05,out,1191A,565.47,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-06-04,in,1190A,567.17,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-06-04,out,1194A,564.97,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-06-04,out,1193A,566.27,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-06-04,out,1192A,564.99,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-06-04,out,1191A,565.61,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-09-03,in,1190A,564.76,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-09-03,out,1194A,564.59,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-09-03,out,1193A,565.87,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-09-03,out,1192A,564.59,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-09-03,out,1191A,565.72,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-11-19,in,1190A,565.54,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-11-19,out,1194A,564.66,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-11-19,out,1193A,565.94,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-11-19,out,1192A,564.68,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2019-11-19,out,1191A,565.74,554.8,LoveCanal_932020_2019_Periodic_Review_Report.pdf
1190,Glacial Till,2022-03-03,in,1190A,564.47,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-03-03,out,1194A,564.79,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-03-03,out,1193A,566.13,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-03-03,out,1192A,564.83,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-03-03,out,1191A,565.28,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-06-01,in,1190A,565.03,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-06-01,out,1194A,564.66,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-06-01,out,1193A,565.94,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-06-01,out,1192A,564.73,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-06-01,out,1191A,565.54,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-09-15,in,1190A,564.07,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-09-15,out,1194A,563.91,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-09-15,out,1193A,565.54,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-09-15,out,1192A,564.01,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-09-15,out,1191A,565.43,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-12-02,in,1190A,564.6,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-12-02,out,1194A,564.46,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-12-02,out,1193A,565.68,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-12-02,out,1192A,564.48,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Glacial Till,2022-12-02,out,1191A,565.34,554.8,LoveCanal_932020_2022_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-03-02,in,1190A,564.99,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-03-02,out,1194A,563.66,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-03-02,out,1193A,565.16,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-03-02,out,1192A,563.69,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-03-02,out,1191A,565.33,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-06-01,in,1190A,565.88,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-06-01,out,1194A,564.41,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-06-01,out,1193A,565.45,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-06-01,out,1192A,564.42,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-06-01,out,1191A,565.28,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-09-02,in,1190A,564.35,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-09-02,out,1194A,563.94,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-09-02,out,1193A,565.32,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-09-02,out,1192A,564.02,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-09-02,out,1191A,565.34,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-12-01,in,1190A,564.71,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-12-01,out,1194A,563.58,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-12-01,out,1193A,565.07,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-12-01,out,1192A,563.6,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Silty Sand/Fill,2015-12-01,out,1191A,565.22,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-03-02,out,1194C,571.23,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-03-02,out,1193C,570.14,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-03-02,out,1192C,569.36,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-03-02,out,1191C,564.05,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-06-01,out,1194C,571.07,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-06-01,out,1193C,570.72,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-06-01,out,1192C,569.43,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-06-01,out,1191C,563.73,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-09-02,out,1194C,569.6,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-09-02,out,1193C,570.8,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-09-02,out,1192C,569.8,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-09-02,out,1191C,563.9,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-12-01,out,1194C,571.47,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-12-01,out,1193C,570.29,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-12-01,out,1192C,569.56,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
1190,Soft Clay,2015-12-01,out,1191C,563.96,554.8,LoveCanal_932020_2015_Periodic_Review_Report.pdf
